sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement,history,source
25542,NG/TUE/83J15/2017/46,Nagaland,,,,26.421389,94.975,,,,uploaded landslide_report.pdf
25543,NG/MON/83N3/2017/1,Nagaland,,,,26.421667,95.011306,,,,uploaded landslide_report.pdf
25544,NG/LON/83J15/2017/36,Nagaland,,,,26.424167,94.863889,,,,uploaded landslide_report.pdf
25546,NG/MON/83N3/2017/2,Nagaland,,,,26.425222,95.021694,,,,uploaded landslide_report.pdf
25550,NG/MON/83N3/2017/12,Nagaland,,,,26.427222,95.052389,,,,uploaded landslide_report.pdf
25552,NG/MON/83N3/2017/3,Nagaland,,,,26.4285,95.0185,,,,uploaded landslide_report.pdf
25554,NA/MOK/83J07/2020/4,Nagaland,,,,26.43,94.38,,,,uploaded landslide_report.pdf
25556,NG/MON/83N3/2017/11,Nagaland,,,,26.431639,95.048417,,,,uploaded landslide_report.pdf
25557,NG/LON/83J15/2017/34,Nagaland,,,,26.433889,94.864444,,,,uploaded landslide_report.pdf
25558,NG/LON/83J15/2017/33,Nagaland,,,,26.434722,94.863056,,,,uploaded landslide_report.pdf
25559,NG/LON/83J15/2017/32,Nagaland,,,,26.435278,94.863333,,,,uploaded landslide_report.pdf
25560,NG/LON/83J15/2017/31,Nagaland,,,,26.435556,94.863056,,,,uploaded landslide_report.pdf
25561,NG/MON/83N3/2017/5,Nagaland,,,,26.439389,95.031806,,,,uploaded landslide_report.pdf
25562,NG/MON/83N3/2017/4,Nagaland,,,,26.439528,95.032278,,,,uploaded landslide_report.pdf
25563,NG/MON/83N3/2017/10,Nagaland,,,,26.441056,95.046111,,,,uploaded landslide_report.pdf
25564,NG/LON/83J15/2017/30,Nagaland,,,,30.0,94.852222,,,,uploaded landslide_report.pdf
25565,NG/LON/83J15/2017/28,Nagaland,,,,28.0,94.855,,,,uploaded landslide_report.pdf
25566,NG/LON/83J15/2017/29,Nagaland,,,,29.0,94.8575,,,,uploaded landslide_report.pdf
25567,NG/LON/83J15/2017/37,Nagaland,,,,26.468611,94.806389,,,,uploaded landslide_report.pdf
25568,NAG/MOK/83J/7/2016/0020,Nagaland,,,,20.0,94.454667,,,,uploaded landslide_report.pdf
25569,NAG/MOK/83J/7/2016/0019,Nagaland,,,,26.475333,94.454833,,,,uploaded landslide_report.pdf
25571,NAG/MOK/83J/7/2016/0021,Nagaland,,,,21.0,94.448389,,,,uploaded landslide_report.pdf
25572,NG/LON/83J15/2017/26,Nagaland,,,,26.0,94.821389,,,,uploaded landslide_report.pdf
25573,NA/MOK/83J07/2020/1,Nagaland,,,,26.49,94.37,,,,uploaded landslide_report.pdf
25574,NA/MOK/83J07/2020/2,Nagaland,,,,26.49,94.36,,,,uploaded landslide_report.pdf
25575,NA/MOK/83J07/2020/3,Nagaland,,,,26.49,94.36,,,,uploaded landslide_report.pdf
25576,NG/LON/83J15/2017/25,Nagaland,,,,25.0,94.82,,,,uploaded landslide_report.pdf
25577,NG/LON/83J15/2017/27,Nagaland,,,,27.0,94.824444,,,,uploaded landslide_report.pdf
25578,NG/LON/83J14/2017/1,Nagaland,,,,26.494722,94.824722,,,,uploaded landslide_report.pdf
25579,NA/MOK/83J06/2020/21,Nagaland,,,,21.0,94.43,,,,uploaded landslide_report.pdf
25580,NG/MOK/83J10/2017/1,Nagaland,,,,26.504917,94.662417,,,,uploaded landslide_report.pdf
25581,NG/LON/83J14/2017/5,Nagaland,,,,26.506111,94.794167,,,,uploaded landslide_report.pdf
25582,NG/LON/83J14/2017/4,Nagaland,,,,26.506389,94.796111,,,,uploaded landslide_report.pdf
25583,NG/LON/83J14/2017/6,Nagaland,,,,26.506389,94.787222,,,,uploaded landslide_report.pdf
25584,NG/LON/83J14/2017/2,Nagaland,,,,26.510833,94.836944,,,,uploaded landslide_report.pdf
25585,NG/LON/83J14/2017/7,Nagaland,,,,26.516111,94.785833,,,,uploaded landslide_report.pdf
25586,NG/LON/83J14/2017/3,Nagaland,,,,26.529444,94.837778,,,,uploaded landslide_report.pdf
25587,NG/LON/83J14/2017/8,Nagaland,,,,26.535556,94.788056,,,,uploaded landslide_report.pdf
25588,NA/MOK/83J06/2020/22,Nagaland,,,,22.0,94.44,,,,uploaded landslide_report.pdf
25589,NG/MON/83J14/2017/22,Nagaland,,,,22.0,94.946389,,,,uploaded landslide_report.pdf
25590,NG/MON/83J14/2017/21,Nagaland,,,,21.0,94.944167,,,,uploaded landslide_report.pdf
25591,NG/MON/83J14/2017/20,Nagaland,,,,20.0,94.941389,,,,uploaded landslide_report.pdf
25592,NG/MON/83N2/2017/45,Nagaland,,,,26.547167,95.092167,,,,uploaded landslide_report.pdf
25593,NG/MON/83N2/2017/44,Nagaland,,,,26.548056,95.0905,,,,uploaded landslide_report.pdf
25594,NA/MOK/83J06/2020/23,Nagaland,,,,23.0,94.44,,,,uploaded landslide_report.pdf
25595,NA/MOK/83J06/2020/24,Nagaland,,,,24.0,94.44,,,,uploaded landslide_report.pdf
25596,NG/MON/83N2/2017/48,Nagaland,,,,26.550472,95.101889,,,,uploaded landslide_report.pdf
25597,NG/MON/83N2/2017/47,Nagaland,,,,26.550528,95.099583,,,,uploaded landslide_report.pdf
25598,NG/MON/83N2/2017/46,Nagaland,,,,26.55075,95.098083,,,,uploaded landslide_report.pdf
25599,NG/LON/83J14/2017/9,Nagaland,,,,26.551111,94.79,,,,uploaded landslide_report.pdf
25600,NG/LON/83J14/2017/10,Nagaland,,,,26.552222,94.788611,,,,uploaded landslide_report.pdf
25601,NG/MON/83J14/2017/23,Nagaland,,,,23.0,94.9525,,,,uploaded landslide_report.pdf
25602,NG/MOK/83J10/2017/2,Nagaland,,,,26.556,94.680167,,,,uploaded landslide_report.pdf
25603,NG/LON/83J14/2017/11,Nagaland,,,,26.556111,94.783333,,,,uploaded landslide_report.pdf
25604,NG/MOK/83J10/2017/7,Nagaland,,,,26.556861,94.680944,,,,uploaded landslide_report.pdf
25605,NG/MON/83N2/2017/49,Nagaland,,,,26.5585,95.097417,,,,uploaded landslide_report.pdf
25606,NG/MOK/83J10/2017/8,Nagaland,,,,26.561861,94.686611,,,,uploaded landslide_report.pdf
25607,NG/LON/83J14/2017/12,Nagaland,,,,26.562222,94.773056,,,,uploaded landslide_report.pdf
25608,NG/MON/83N2/2017/50,Nagaland,,,,26.563667,95.090139,,,,uploaded landslide_report.pdf
25609,NG/MON/83N2/2017/51,Nagaland,,,,26.571222,95.096361,,,,uploaded landslide_report.pdf
25610,NG/MON/83N2/2017/53,Nagaland,,,,26.571417,95.0985,,,,uploaded landslide_report.pdf
25611,NG/MON/83N2/2017/52,Nagaland,,,,26.5715,95.097639,,,,uploaded landslide_report.pdf
25612,NG/MON/83N2/2017/54,Nagaland,,,,26.572889,95.098944,,,,uploaded landslide_report.pdf
25613,NG/MON/83N2/2017/39,Nagaland,,,,26.57625,95.095842,,,,uploaded landslide_report.pdf
25614,NG/MON/83N2/2017/42,Nagaland,,,,26.576417,95.092972,,,,uploaded landslide_report.pdf
25615,NG/MON/83N2/2017/55,Nagaland,,,,26.576806,95.096889,,,,uploaded landslide_report.pdf
25616,NG/MON/83N2/2017/41,Nagaland,,,,26.57725,95.095694,,,,uploaded landslide_report.pdf
25617,NG/MON/83N2/2017/40,Nagaland,,,,26.577389,95.096306,,,,uploaded landslide_report.pdf
25618,NG/MON/83N2/2017/59,Nagaland,,,,26.578028,95.028278,,,,uploaded landslide_report.pdf
25619,NG/MON/83N2/2017/43,Nagaland,,,,26.580667,95.093056,,,,uploaded landslide_report.pdf
25620,NG/MON/83N2/2017/58,Nagaland,,,,26.582861,95.020306,,,,uploaded landslide_report.pdf
25621,NG/MOK/83J10/2017/24,Nagaland,,,,24.0,94.549111,,,,uploaded landslide_report.pdf
25622,NG/MON/83N2/2017/57,Nagaland,,,,26.588806,95.017667,,,,uploaded landslide_report.pdf
25623,NG/MON/83J14/2017/18,Nagaland,,,,26.59,94.983056,,,,uploaded landslide_report.pdf
25624,NG/LON/83J14/2017/13,Nagaland,,,,26.590556,94.764167,,,,uploaded landslide_report.pdf
25625,NG/MON/83N2/2017/56,Nagaland,,,,26.592167,95.012111,,,,uploaded landslide_report.pdf
25626,NG/MON/83J14/2017/19,Nagaland,,,,26.596389,94.990833,,,,uploaded landslide_report.pdf
25627,NA/MOK/83J06/2020/25,Nagaland,,,,25.0,94.49,,,,uploaded landslide_report.pdf
25628,NG/MOK/83J10/2017/9,Nagaland,,,,26.608167,94.645139,,,,uploaded landslide_report.pdf
25629,NA/MOK/83J06/2020/27,Nagaland,,,,27.0,94.5,,,,uploaded landslide_report.pdf
25630,NA/MOK/83J06/2020/26,Nagaland,,,,26.0,94.5,,,,uploaded landslide_report.pdf
25631,NG/MON/83N2/2017/33,Nagaland,,,,26.62125,95.12575,,,,uploaded landslide_report.pdf
25632,NG/MON/83J14/2017/17,Nagaland,,,,26.625556,94.970833,,,,uploaded landslide_report.pdf
25633,NG/MON/83N2/2017/34,Nagaland,,,,26.62625,95.120139,,,,uploaded landslide_report.pdf
25634,NG/MOK/83J10/2017/18,Nagaland,,,,26.635667,94.703611,,,,uploaded landslide_report.pdf
25635,NG/MON/83J14/2017/16,Nagaland,,,,26.637222,94.981389,,,,uploaded landslide_report.pdf
25636,NG/MON/83N2/2017/35,Nagaland,,,,26.638861,95.123333,,,,uploaded landslide_report.pdf
25637,NG/MON/83J14/2017/15,Nagaland,,,,26.639167,94.989444,,,,uploaded landslide_report.pdf
25638,NG/MON/83N2/2017/60,Nagaland,,,,26.639472,95.075083,,,,uploaded landslide_report.pdf
25639,NG/MON/83J14/2017/14,Nagaland,,,,26.641111,94.990278,,,,uploaded landslide_report.pdf
25640,NG/MON/83N2/2017/61,Nagaland,,,,26.641861,95.07475,,,,uploaded landslide_report.pdf
25641,NG/MON/83N2/2017/62,Nagaland,,,,26.642694,95.075306,,,,uploaded landslide_report.pdf
25642,NG/MON/83N2/2017/63,Nagaland,,,,26.6435,95.075444,,,,uploaded landslide_report.pdf
25643,NG/MON/83N2/2017/64,Nagaland,,,,26.644083,95.075167,,,,uploaded landslide_report.pdf
25644,NG/MON/83N2/2017/65,Nagaland,,,,26.646917,95.074944,,,,uploaded landslide_report.pdf
25645,NG/MON/83N2/2017/36,Nagaland,,,,26.650333,95.125194,,,,uploaded landslide_report.pdf
25646,NG/MON/83N2/2017/37,Nagaland,,,,26.651389,95.12525,,,,uploaded landslide_report.pdf
25647,NG/MON/83N2/2017/66,Nagaland,,,,26.6575,95.012028,,,,uploaded landslide_report.pdf
25648,NAG/MOK/83J10/2017/26,Nagaland,,,,26.0,94.617083,,,,uploaded landslide_report.pdf
25649,NG/MON/83N2/2017/30,Nagaland,,,,30.0,95.200833,,,,uploaded landslide_report.pdf
25650,NG/MON/83N2/2017/29,Nagaland,,,,29.0,95.203583,,,,uploaded landslide_report.pdf
25651,NG/MOK/83J10/2017/25,Nagaland,,,,25.0,94.614028,,,,uploaded landslide_report.pdf
25652,NG/MOK/83J10/2017/3,Nagaland,,,,26.673278,94.743833,,,,uploaded landslide_report.pdf
25653,NG/MOK/83J10/2017/6,Nagaland,,,,26.673639,94.744139,,,,uploaded landslide_report.pdf
25654,NG/MOK/83J10/2017/4,Nagaland,,,,26.674139,94.74625,,,,uploaded landslide_report.pdf
25655,NG/MOK/83J10/2017/5,Nagaland,,,,26.674306,94.746306,,,,uploaded landslide_report.pdf
25656,NG/MON/83N2/2017/31,Nagaland,,,,26.678833,95.19475,,,,uploaded landslide_report.pdf
25657,NG/MOK/83J10/2017/21,Nagaland,,,,21.0,94.534661,,,,uploaded landslide_report.pdf
25658,NG/MOK/83J10/2017/10,Nagaland,,,,26.680722,94.639306,,,,uploaded landslide_report.pdf
25659,NG/MOK/83J10/2017/11,Nagaland,,,,26.684139,94.639083,,,,uploaded landslide_report.pdf
25660,NG/MOK/83J10/2017/22,Nagaland,,,,22.0,94.544,,,,uploaded landslide_report.pdf
25661,NG/MOK/83J10/2017/23,Nagaland,,,,23.0,94.546019,,,,uploaded landslide_report.pdf
25662,NG/MON/83N2/2017/32,Nagaland,,,,26.693167,95.17475,,,,uploaded landslide_report.pdf
25663,NG/MON/83N2/2017/21,Nagaland,,,,21.0,95.07275,,,,uploaded landslide_report.pdf
25664,NG/MOK/83J10/2017/12,Nagaland,,,,26.695194,94.636194,,,,uploaded landslide_report.pdf
25665,NG/MON/83N2/2017/20,Nagaland,,,,20.0,95.077083,,,,uploaded landslide_report.pdf
25666,NG/MOK/83J10/2017/13,Nagaland,,,,26.697833,94.635056,,,,uploaded landslide_report.pdf
25667,NG/MOK/83J10/2017/14,Nagaland,,,,26.698583,94.635167,,,,uploaded landslide_report.pdf
25668,NG/MON/83N2/2017/22,Nagaland,,,,22.0,95.079417,,,,uploaded landslide_report.pdf
25669,NL/MOK/83J10/2014/05,Nagaland,,,,26.70069,94.64383,,,,uploaded landslide_report.pdf
25670,NG/MOK/83J10/2017/15,Nagaland,,,,26.701222,94.635083,,,,uploaded landslide_report.pdf
25671,NG/MON/83N2/2017/23,Nagaland,,,,23.0,95.079361,,,,uploaded landslide_report.pdf
25672,NG/MOK/83J10/2017/16,Nagaland,,,,26.703194,94.633917,,,,uploaded landslide_report.pdf
25673,NG/MON/83N2/2017/19,Nagaland,,,,26.706028,95.078361,,,,uploaded landslide_report.pdf
25674,NG/MON/83N2/2017/38,Nagaland,,,,26.706194,95.110333,,,,uploaded landslide_report.pdf
25675,NG/MOK/83J10/2017/17,Nagaland,,,,26.706389,94.631167,,,,uploaded landslide_report.pdf
25676,NL/MOK/83J10/2014/06,Nagaland,,,,26.70675,94.70475,,,,uploaded landslide_report.pdf
25677,NL/MOK/83J10/2014/07,Nagaland,,,,26.70744,94.70858,,,,uploaded landslide_report.pdf
25678,NG/MON/83N2/2017/67,Nagaland,,,,26.710611,95.020278,,,,uploaded landslide_report.pdf
25679,NG/MON/83N2/2017/9,Nagaland,,,,26.711222,95.074222,,,,uploaded landslide_report.pdf
25680,NG/MON/83N2/2017/70,Nagaland,,,,26.71125,95.016722,,,,uploaded landslide_report.pdf
25681,NG/MON/83N2/2017/68,Nagaland,,,,26.711639,95.014944,,,,uploaded landslide_report.pdf
25682,NG/MON/83N2/2017/69,Nagaland,,,,26.712306,95.012583,,,,uploaded landslide_report.pdf
25683,NG/MON/83N2/2017/5,Nagaland,,,,26.7175,95.03125,,,,uploaded landslide_report.pdf
25684,NG/MON/83N2/2017/4,Nagaland,,,,26.718556,95.033222,,,,uploaded landslide_report.pdf
25685,NG/MOK/83J10/2017/20,Nagaland,,,,20.0,94.657528,,,,uploaded landslide_report.pdf
25686,NG/MOK/83J10/2017/19,Nagaland,,,,26.719417,94.660667,,,,uploaded landslide_report.pdf
25687,NG/MON/83N2/2017/10,Nagaland,,,,26.722722,95.043361,,,,uploaded landslide_report.pdf
25688,NG/MON/83N2/2017/16,Nagaland,,,,26.723,95.029139,,,,uploaded landslide_report.pdf
25689,NG/MON/83N2/2017/11,Nagaland,,,,26.724278,95.042833,,,,uploaded landslide_report.pdf
25690,NG/MON/83N2/2017/12,Nagaland,,,,26.724278,95.042833,,,,uploaded landslide_report.pdf
25691,NG/MON/83N2/2017/6,Nagaland,,,,26.724639,95.031528,,,,uploaded landslide_report.pdf
25692,NG/MON/83N2/2017/7,Nagaland,,,,26.724833,95.025861,,,,uploaded landslide_report.pdf
25693,NG/MON/83N2/2017/17,Nagaland,,,,26.725083,95.023861,,,,uploaded landslide_report.pdf
25694,NG/MON/83N2/2017/18,Nagaland,,,,26.725444,95.022,,,,uploaded landslide_report.pdf
25695,NG/MON/83N2/2017/8,Nagaland,,,,26.726667,95.027278,,,,uploaded landslide_report.pdf
25696,NG/MON/83N2/2017/1,Nagaland,,,,26.727722,95.033056,,,,uploaded landslide_report.pdf
25697,NG/MON/83N2/2017/13,Nagaland,,,,26.727889,95.040389,,,,uploaded landslide_report.pdf
25698,NG/MON/83N2/2017/15,Nagaland,,,,26.728167,95.029889,,,,uploaded landslide_report.pdf
25699,NG/MON/83N2/2017/2,Nagaland,,,,26.728556,95.031944,,,,uploaded landslide_report.pdf
25700,NG/MON/83N2/2017/3,Nagaland,,,,26.728556,95.032306,,,,uploaded landslide_report.pdf
25701,NG/MON/83N2/2017/14,Nagaland,,,,26.72875,95.031194,,,,uploaded landslide_report.pdf
25702,NG/MON/83N2/2017/24,Nagaland,,,,24.0,95.018778,,,,uploaded landslide_report.pdf
25703,NG/MON/83N2/2017/26,Nagaland,,,,26.0,95.02025,,,,uploaded landslide_report.pdf
25704,NG/MON/83N2/2017/25,Nagaland,,,,25.0,95.018361,,,,uploaded landslide_report.pdf
25705,NG/MON/83N2/2017/28,Nagaland,,,,28.0,95.055722,,,,uploaded landslide_report.pdf
25706,NG/MON/83N2/2017/27,Nagaland,,,,27.0,95.062,,,,uploaded landslide_report.pdf
25707,NG/MON/83J14/2017/24,Nagaland,,,,24.0,94.999444,,,,uploaded landslide_report.pdf
25708,NG/TUE/83J14/2017/25,Nagaland,,,,25.0,94.827222,,,,uploaded landslide_report.pdf
25709,NG/MON/83N01/2017/1,Nagaland,,,,26.749972,95.064389,,,,uploaded landslide_report.pdf
25710,NG/MON/83N01/2017/2,Nagaland,,,,26.750028,95.064417,,,,uploaded landslide_report.pdf
25711,NG/MON/83N01/2017/10,Nagaland,,,,26.758056,95.11175,,,,uploaded landslide_report.pdf
25712,NG/MON/83N01/2017/72,Nagaland,,,,26.758306,94.955806,,,,uploaded landslide_report.pdf
25713,NG/MON/83N01/2017/9,Nagaland,,,,26.758306,95.112889,,,,uploaded landslide_report.pdf
25714,NG/MON/83N01/2017/11,Nagaland,,,,26.759167,95.110972,,,,uploaded landslide_report.pdf
25715,NG/MON/83N01/2017/12,Nagaland,,,,26.759389,95.108944,,,,uploaded landslide_report.pdf
25716,NG/MON/83N01/2017/13,Nagaland,,,,26.760194,95.107778,,,,uploaded landslide_report.pdf
25717,NG/MON/83N01/2017/14,Nagaland,,,,26.767972,95.087028,,,,uploaded landslide_report.pdf
25718,NG/MON/83N01/2017/15,Nagaland,,,,26.768667,95.086222,,,,uploaded landslide_report.pdf
25719,NG/MON/83N01/2017/16,Nagaland,,,,26.768833,95.086194,,,,uploaded landslide_report.pdf
25720,NG/MON/83N01/2017/18,Nagaland,,,,26.773583,95.077389,,,,uploaded landslide_report.pdf
25721,NG/MON/83N01/2017/17,Nagaland,,,,26.773611,95.077611,,,,uploaded landslide_report.pdf
25722,NG/MON/83N01/2017/19,Nagaland,,,,26.775667,95.072917,,,,uploaded landslide_report.pdf
25723,NG/MON/83N01/2017/20,Nagaland,,,,20.0,95.072694,,,,uploaded landslide_report.pdf
25724,NG/MON/83N01/2017/21,Nagaland,,,,21.0,95.072583,,,,uploaded landslide_report.pdf
25725,NG/MON/83N01/2017/3,Nagaland,,,,26.777056,95.069361,,,,uploaded landslide_report.pdf
25726,NG/MON/83N01/2017/71,Nagaland,,,,26.777056,95.020361,,,,uploaded landslide_report.pdf
25727,NG/MON/83N01/2017/4,Nagaland,,,,26.778444,95.069083,,,,uploaded landslide_report.pdf
25728,NG/MON/83N01/2017/70,Nagaland,,,,26.782472,95.009028,,,,uploaded landslide_report.pdf
25729,NG/MON/83N01/2017/5,Nagaland,,,,26.784222,95.069944,,,,uploaded landslide_report.pdf
25730,NG/MON/83N01/2017/8,Nagaland,,,,26.784694,95.072222,,,,uploaded landslide_report.pdf
25731,NG/MON/83N01/2017/7,Nagaland,,,,26.784806,95.070833,,,,uploaded landslide_report.pdf
25732,NG/MON/83N01/2017/6,Nagaland,,,,26.785222,95.070556,,,,uploaded landslide_report.pdf
25733,NG/MON/83N01/2017/22,Nagaland,,,,22.0,95.071861,,,,uploaded landslide_report.pdf
25734,NG/MON/83N01/2017/23,Nagaland,,,,23.0,95.071889,,,,uploaded landslide_report.pdf
25735,NG/MON/83N01/2017/24,Nagaland,,,,24.0,95.071222,,,,uploaded landslide_report.pdf
25736,NG/MON/83N01/2017/25,Nagaland,,,,25.0,95.070083,,,,uploaded landslide_report.pdf
25737,NG/MON/83N01/2017/26,Nagaland,,,,26.0,95.068972,,,,uploaded landslide_report.pdf
25738,NG/MON/83N01/2017/27,Nagaland,,,,27.0,95.068917,,,,uploaded landslide_report.pdf
25739,NG/MON/83N01/2017/28,Nagaland,,,,28.0,95.068361,,,,uploaded landslide_report.pdf
25740,NG/MON/83N01/2017/29,Nagaland,,,,29.0,95.068194,,,,uploaded landslide_report.pdf
25741,NG/MON/83N01/2017/30,Nagaland,,,,30.0,95.072861,,,,uploaded landslide_report.pdf
25742,NG/MON/83N01/2017/31,Nagaland,,,,26.794472,95.072722,,,,uploaded landslide_report.pdf
25743,NG/MON/83N01/2017/69,Nagaland,,,,26.804028,95.003722,,,,uploaded landslide_report.pdf
25744,NG/MON/83N01/2017/32,Nagaland,,,,26.812389,95.076444,,,,uploaded landslide_report.pdf
25745,NG/MON/83N01/2017/33,Nagaland,,,,26.813917,95.075667,,,,uploaded landslide_report.pdf
25746,NG/MON/83N01/2017/34,Nagaland,,,,26.816056,95.074639,,,,uploaded landslide_report.pdf
25747,NG/MON/83N01/2017/35,Nagaland,,,,26.817417,95.072694,,,,uploaded landslide_report.pdf
25748,NG/MON/83N01/2017/36,Nagaland,,,,26.81775,95.072917,,,,uploaded landslide_report.pdf
25749,NG/MON/83N01/2017/37,Nagaland,,,,26.818167,95.072417,,,,uploaded landslide_report.pdf
25750,NG/MON/83N01/2017/38,Nagaland,,,,26.818889,95.072222,,,,uploaded landslide_report.pdf
25751,NG/MON/83N01/2017/40,Nagaland,,,,26.820528,95.078722,,,,uploaded landslide_report.pdf
25752,NG/MON/83N01/2017/39,Nagaland,,,,26.820806,95.077889,,,,uploaded landslide_report.pdf
25753,NG/MON/83N01/2017/41,Nagaland,,,,26.821722,95.078389,,,,uploaded landslide_report.pdf
25754,NG/MON/83N01/2017/42,Nagaland,,,,26.822139,95.078944,,,,uploaded landslide_report.pdf
25755,NG/MON/83N01/2017/43,Nagaland,,,,26.824278,95.077,,,,uploaded landslide_report.pdf
25756,NG/MON/83N01/2017/44,Nagaland,,,,26.824694,95.076889,,,,uploaded landslide_report.pdf
25757,NG/MON/83N01/2017/45,Nagaland,,,,26.825,95.076778,,,,uploaded landslide_report.pdf
25758,NG/MON/83N01/2017/46,Nagaland,,,,26.826194,95.075917,,,,uploaded landslide_report.pdf
25759,NG/MON/83N01/2017/47,Nagaland,,,,26.831417,95.077917,,,,uploaded landslide_report.pdf
25760,NG/MON/83N01/2017/48,Nagaland,,,,26.831778,95.078028,,,,uploaded landslide_report.pdf
25761,NG/MON/83N01/2017/49,Nagaland,,,,26.831889,95.077944,,,,uploaded landslide_report.pdf
25762,NG/MON/83N01/2017/51,Nagaland,,,,26.833889,95.080972,,,,uploaded landslide_report.pdf
25763,NG/MON/83N01/2017/50,Nagaland,,,,26.834,95.079806,,,,uploaded landslide_report.pdf
25764,NG/MON/83N01/2017/52,Nagaland,,,,26.834194,95.081639,,,,uploaded landslide_report.pdf
25765,NG/MON/83N01/2017/53,Nagaland,,,,26.834556,95.081111,,,,uploaded landslide_report.pdf
25766,NG/MON/83N01/2017/54,Nagaland,,,,26.834778,95.080639,,,,uploaded landslide_report.pdf
25767,NG/MON/83N01/2017/55,Nagaland,,,,26.834972,95.080528,,,,uploaded landslide_report.pdf
25768,NG/MON/83N01/2017/56,Nagaland,,,,26.835417,95.080444,,,,uploaded landslide_report.pdf
25769,NG/MON/83N01/2017/57,Nagaland,,,,26.8365,95.081306,,,,uploaded landslide_report.pdf
25770,NG/MON/83N01/2017/58,Nagaland,,,,26.840694,95.080333,,,,uploaded landslide_report.pdf
25771,NG/MON/83N01/2017/59,Nagaland,,,,26.841139,95.079694,,,,uploaded landslide_report.pdf
25772,NG/MON/83N01/2017/60,Nagaland,,,,26.841222,95.079556,,,,uploaded landslide_report.pdf
25773,NG/MON/83N01/2017/61,Nagaland,,,,26.841667,95.079333,,,,uploaded landslide_report.pdf
25774,NG/MON/83N01/2017/62,Nagaland,,,,26.84325,95.080306,,,,uploaded landslide_report.pdf
25775,NG/MON/83N01/2017/63,Nagaland,,,,26.844028,95.080972,,,,uploaded landslide_report.pdf
25776,NG/MON/83N01/2017/64,Nagaland,,,,26.84425,95.080278,,,,uploaded landslide_report.pdf
25777,NG/MON/83N01/2017/65,Nagaland,,,,26.844389,95.077667,,,,uploaded landslide_report.pdf
25778,NG/MON/83N01/2017/66,Nagaland,,,,26.845278,95.077167,,,,uploaded landslide_report.pdf
25779,NG/MON/83N01/2017/67,Nagaland,,,,26.845472,95.077639,,,,uploaded landslide_report.pdf
25780,NG/MON/83N01/2017/68,Nagaland,,,,26.846139,95.077861,,,,uploaded landslide_report.pdf
25781,3211,Nagaland,,,,25.7802266,93.936165,,,,uploaded landslide_report.pdf
25782,3212,Nagaland,,,,25.7746019,93.9148756,,,,uploaded landslide_report.pdf
25783,3378,Nagaland,,,,25.8817748,94.1887571,,,,uploaded landslide_report.pdf
25784,3310,Nagaland,,,,25.8816564,94.1902346,,,,uploaded landslide_report.pdf
25785,3380,Nagaland,,,,26.4231373,94.3822611,,,,uploaded landslide_report.pdf
25786,3375,Nagaland,,,,25.623067,94.114196,,,,uploaded landslide_report.pdf
25787,3379,Nagaland,,,,26.4527822,94.375268,,,,uploaded landslide_report.pdf
25788,3381,Nagaland,,,,26.4219453,94.3854377,,,,uploaded landslide_report.pdf
25789,3382,Nagaland,,,,26.4242282,94.3924136,,,,uploaded landslide_report.pdf
25790,3383,Nagaland,,,,26.42608,94.398916,,,,uploaded landslide_report.pdf
25791,NA/ZUN/83J12/2024/01,Nagaland,,,,26.017317,94.531348,,,,uploaded landslide_report.pdf
25792,NA/KOH/83K02/2024/01,Nagaland,,,,25.471526,94.151784,,,,uploaded landslide_report.pdf
25793,NA/KOH/83K02/2024/02,Nagaland,,,,25.6125,94.1272,,,,uploaded landslide_report.pdf
25794,NA/CHU/83G13/2024/01,Nagaland,,,,29.0,93.8014,,,,uploaded landslide_report.pdf
25795,NA/TUE/83J16/2024/01,Nagaland,,,,26.247414,94.819895,,,,uploaded landslide_report.pdf
25796,NA/WOK/83J08/2024/01,Nagaland,,,,26.111335,94.257114,,,,uploaded landslide_report.pdf
25797,NA/WKH/83J8/2024/02,Nagaland,,,,26.08945,94.264217,,,,uploaded landslide_report.pdf
25798,NL/KOH/83K02/2022/001,Nagaland,,,,25.71711111,94.08561111,,,,uploaded landslide_report.pdf
25799,NL/KOH/83K02/2022/002,Nagaland,,,,25.712031,94.089791,,,,uploaded landslide_report.pdf
25800,NL/KOH/83K02/2022/003,Nagaland,,,,25.7491204,94.0804548,,,,uploaded landslide_report.pdf
25801,NL/KOH/83K02/2022/004,Nagaland,,,,25.7179491,94.0917724,,,,uploaded landslide_report.pdf
25802,NL/KOH/83G13/2022/005,Nagaland,,,,25.770055,93.937873,,,,uploaded landslide_report.pdf
25803,NL/KOH/83G13/2022/006,Nagaland,,,,25.771451,93.907041,,,,uploaded landslide_report.pdf
25804,NL/KOH/83K02/2022/007,Nagaland,,,,25.660913,94.053659,,,,uploaded landslide_report.pdf
25805,NL/KOH/83K02/2022/008,Nagaland,,,,25.7491204,94.0804548,,,,uploaded landslide_report.pdf
25806,NL/KOH/83K02/2022/009,Nagaland,,,,25.7179491,94.0917724,,,,uploaded landslide_report.pdf
25807,NL/KOH/83K02/2022/010,Nagaland,,,,25.770064,93.937891,,,,uploaded landslide_report.pdf
25808,NL/KOH/83K02/2022/011,Nagaland,,,,25.771977,93.905846,,,,uploaded landslide_report.pdf
25809,NL/KOH/83K02/2022/012,Nagaland,,,,25.650352,94.026955,,,,uploaded landslide_report.pdf
