sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement,history,source
271,AS/DIM/83G07/2017/43,Assam,,,,25.402333,93.407583,,,,uploaded landslide_report.pdf
272,AS/DIM/83G07/2017/41,Assam,,,,25.402472,93.390444,,,,uploaded landslide_report.pdf
273,AS/DIM/83G07/2017/42,Assam,,,,25.4025,93.392194,,,,uploaded landslide_report.pdf
274,AS/DIM/83G4/2015/24,Assam,,,,24.0,93.132,,,,uploaded landslide_report.pdf
275,AS/DIM/83G4/2015/25,Assam,,,,25.0,93.133,,,,uploaded landslide_report.pdf
276,AS/DIM/83G07/2017/40,Assam,,,,25.405,93.372194,,,,uploaded landslide_report.pdf
277,ASM/DIM/83C15/2017/02,Assam,,,,25.40837,92.82826,,,,uploaded landslide_report.pdf
278,AS/DIM/83G07/2017/21,Assam,,,,21.0,93.283436,,,,uploaded landslide_report.pdf
279,AS/DIM/83G07/2017/22,Assam,,,,22.0,93.284,,,,uploaded landslide_report.pdf
280,AS/DIM/83G07/2017/23,Assam,,,,23.0,93.284222,,,,uploaded landslide_report.pdf
281,ASM/DIM/83C15/2017/13,Assam,,,,25.41616,92.778653,,,,uploaded landslide_report.pdf
282,ASM/DH/83G4/2016/04,Assam,,,,25.417333,93.129083,,,,uploaded landslide_report.pdf
283,AS/DIM/83G07/2017/39,Assam,,,,25.417528,93.372528,,,,uploaded landslide_report.pdf
284,AS/DIM/83G3/2015/59,Assam,,,,25.42,93.002,,,,uploaded landslide_report.pdf
285,AS/DIM/83G07/2017/38,Assam,,,,25.420278,93.371306,,,,uploaded landslide_report.pdf
286,AS/DIM/83G07/2017/37,Assam,,,,25.420806,93.371056,,,,uploaded landslide_report.pdf
287,AS/DIM/83G07/2017/36,Assam,,,,25.421333,93.370361,,,,uploaded landslide_report.pdf
288,ASM/DIM/83C15/2017/09,Assam,,,,25.422535,92.989119,,,,uploaded landslide_report.pdf
289,ASM/DIM/83C15/2017/01,Assam,,,,25.423438,92.985022,,,,uploaded landslide_report.pdf
290,AS/DIM/83G07/2017/35,Assam,,,,25.423806,93.369722,,,,uploaded landslide_report.pdf
291,AS/DIM/83G07/2017/34,Assam,,,,25.423861,93.369417,,,,uploaded landslide_report.pdf
292,AS/DIM/83G3/2015/60,Assam,,,,25.424,93.0,,,,uploaded landslide_report.pdf
293,AS/DIM/83G07/2017/32,Assam,,,,25.4255,93.363944,,,,uploaded landslide_report.pdf
294,AS/DIM/83G07/2017/33,Assam,,,,25.425611,93.364444,,,,uploaded landslide_report.pdf
295,AS/DIM/83G07/2017/24,Assam,,,,24.0,93.312597,,,,uploaded landslide_report.pdf
296,AS/DIM/83G07/2017/25,Assam,,,,25.0,93.328944,,,,uploaded landslide_report.pdf
297,ASM/DIM/83C15/2017/12,Assam,,,,25.434031,92.885056,,,,uploaded landslide_report.pdf
298,AS/DIM/83G07/2017/61,Assam,,,,25.435639,93.405944,,,,uploaded landslide_report.pdf
299,AS/DIM/83G07/2017/8,Assam,,,,25.435917,93.455944,,,,uploaded landslide_report.pdf
300,AS/DIM/83G07/2017/55,Assam,,,,25.4365,93.402333,,,,uploaded landslide_report.pdf
301,AS/DIM/83G07/2017/60,Assam,,,,25.436528,93.4065,,,,uploaded landslide_report.pdf
302,AS/DIM/83G07/2017/62,Assam,,,,25.436639,93.405917,,,,uploaded landslide_report.pdf
303,AS/DIM/83G07/2017/56,Assam,,,,25.436694,93.402944,,,,uploaded landslide_report.pdf
304,AS/DIM/83G07/2017/58,Assam,,,,25.436861,93.404583,,,,uploaded landslide_report.pdf
305,AS/DIM/83G07/2017/2,Assam,,,,25.436972,93.454111,,,,uploaded landslide_report.pdf
306,AS/DIM/83G07/2017/57,Assam,,,,25.437111,93.403639,,,,uploaded landslide_report.pdf
307,AS/DIM/83G07/2017/59,Assam,,,,25.4375,93.404444,,,,uploaded landslide_report.pdf
308,AS/DIM/83G07/2017/67,Assam,,,,25.437722,93.349889,,,,uploaded landslide_report.pdf
309,AS/DIM/83G07/2017/31,Assam,,,,25.438694,93.362583,,,,uploaded landslide_report.pdf
310,ASM/DIM/83C15/2017/08,Assam,,,,25.438723,92.912025,,,,uploaded landslide_report.pdf
311,AS/DIM/83G07/2017/26,Assam,,,,26.0,93.354197,,,,uploaded landslide_report.pdf
312,ASM/DIM/83C15/2017/11,Assam,,,,25.441734,92.892033,,,,uploaded landslide_report.pdf
313,ASM/DIM/83C15/2017/15,Assam,,,,25.441757,92.907383,,,,uploaded landslide_report.pdf
314,ASM/DIM/83C15/2017/07,Assam,,,,25.443082,92.989873,,,,uploaded landslide_report.pdf
315,AS/DIM/83G07/2017/18,Assam,,,,25.443417,93.421444,,,,uploaded landslide_report.pdf
316,AS/DIM/83G07/2017/11,Assam,,,,25.443639,93.431444,,,,uploaded landslide_report.pdf
317,AS/DIM/83G07/2017/13,Assam,,,,25.443861,93.426222,,,,uploaded landslide_report.pdf
318,AS/DIM/83G07/2017/17,Assam,,,,25.443972,93.422778,,,,uploaded landslide_report.pdf
319,AS/DIM/83G07/2017/12,Assam,,,,25.444028,93.4265,,,,uploaded landslide_report.pdf
320,AS/DIM/83G07/2017/14,Assam,,,,25.444167,93.425528,,,,uploaded landslide_report.pdf
321,AS/DIM/83G07/2017/15,Assam,,,,25.444194,93.424694,,,,uploaded landslide_report.pdf
322,AS/DIM/83G07/2017/16,Assam,,,,25.444306,93.423944,,,,uploaded landslide_report.pdf
323,AS/DIM/83G07/2017/54,Assam,,,,25.446056,93.408583,,,,uploaded landslide_report.pdf
324,AS/DIM/83G07/2017/45,Assam,,,,25.447528,93.364417,,,,uploaded landslide_report.pdf
325,AS/DIM/83G07/2017/46,Assam,,,,25.449056,93.370861,,,,uploaded landslide_report.pdf
326,AS/DIM/83G07/2017/53,Assam,,,,25.452278,93.394333,,,,uploaded landslide_report.pdf
327,AS/DIM/83G07/2017/52,Assam,,,,25.453167,93.394667,,,,uploaded landslide_report.pdf
328,AS/DIM/83G07/2017/47,Assam,,,,25.453528,93.371194,,,,uploaded landslide_report.pdf
329,AS/DIM/83G07/2017/48,Assam,,,,25.453611,93.371389,,,,uploaded landslide_report.pdf
330,AS/DIM/83G07/2017/50,Assam,,,,25.454083,93.375972,,,,uploaded landslide_report.pdf
331,AS/DIM/83G07/2017/49,Assam,,,,25.455333,93.374472,,,,uploaded landslide_report.pdf
332,AS/DIM/83G07/2017/51,Assam,,,,25.462361,93.384306,,,,uploaded landslide_report.pdf
333,AS/DIM/83G2/2015/07,Assam,,,,25.50669,93.10536,,,,uploaded landslide_report.pdf
334,ASM/DIM/83C15/2017/16,Assam,,,,25.513567,92.784825,,,,uploaded landslide_report.pdf
335,ASM/DIM/83C15/2017/07,Assam,,,,25.51402,92.765435,,,,uploaded landslide_report.pdf
336,ASM/DIM/83C10/2016/32,Assam,,,,25.569,92.71653,,,,uploaded landslide_report.pdf
337,ASM/DIM/83C10/2016/33,Assam,,,,25.57994,92.72822,,,,uploaded landslide_report.pdf
338,AS/DIM/83G2/2015/04,Assam,,,,25.61092,93.09178,,,,uploaded landslide_report.pdf
339,AS/DIM/83G2/2015/06,Assam,,,,25.64897,93.12083,,,,uploaded landslide_report.pdf
340,AS/DIM/83G2/2015/02,Assam,,,,25.65167,93.12083,,,,uploaded landslide_report.pdf
341,AS/DIM/83G2/2015/03,Assam,,,,25.65792,93.11811,,,,uploaded landslide_report.pdf
342,AS/DIM/83G2/2015/01,Assam,,,,25.65839,93.11808,,,,uploaded landslide_report.pdf
343,AS/DIM/83G2/2015/05,Assam,,,,25.67153,93.11522,,,,uploaded landslide_report.pdf
344,AS/DIM/83G2/2015/10,Assam,,,,25.72486,93.131083,,,,uploaded landslide_report.pdf
345,AS/DIM/83G2/2015/09,Assam,,,,25.72561,93.13075,,,,uploaded landslide_report.pdf
346,ASM/WKA/83C09/2016/26,Assam,,,,26.0,92.52258,,,,uploaded landslide_report.pdf
347,AS/KAM/78O5/2020/4,Assam,,,,25.79,91.24,,,,uploaded landslide_report.pdf
348,ASM/WKA/83C09/2016/25,Assam,,,,25.0,92.52653,,,,uploaded landslide_report.pdf
349,ASM/WKA/83B08/2017/47,Assam,,,,25.809417,92.474833,,,,uploaded landslide_report.pdf
350,AS/KAR/83G09/2017/1,Assam,,,,25.81044,93.58616,,,,uploaded landslide_report.pdf
351,ASM/WKA/83C09/2016/18,Assam,,,,25.81175,92.55003,,,,uploaded landslide_report.pdf
352,ASM/WKA/83C09/2016/19,Assam,,,,25.812,92.55069,,,,uploaded landslide_report.pdf
353,ASM/WKA/83C09/2016/17,Assam,,,,25.81236,92.55156,,,,uploaded landslide_report.pdf
354,ASM/WKA/83C09/2016/16,Assam,,,,25.81428,92.55422,,,,uploaded landslide_report.pdf
355,ASM/WKA/83C09/2016/15,Assam,,,,25.81542,92.5535,,,,uploaded landslide_report.pdf
356,ASM/WKA/83C09/2016/37,Assam,,,,25.81678,92.71878,,,,uploaded landslide_report.pdf
357,ASM/WKA/83C09/2016/36,Assam,,,,25.81689,92.71744,,,,uploaded landslide_report.pdf
358,AS/NAG/83G2/2015/08,Assam,,,,25.81756,93.10886,,,,uploaded landslide_report.pdf
359,ASM/WKA/83C09/2016/38,Assam,,,,25.81806,92.74872,,,,uploaded landslide_report.pdf
360,ASM/WKA/83C09/2016/14,Assam,,,,25.82108,92.544,,,,uploaded landslide_report.pdf
361,ASM/WKA/83C09/2016/13,Assam,,,,25.822458,92.546381,,,,uploaded landslide_report.pdf
362,AS/KAR/83G05/2017/13,Assam,,,,25.82522,93.4243,,,,uploaded landslide_report.pdf
363,ASM/WKA/83C09/2016/12,Assam,,,,25.82528,92.54775,,,,uploaded landslide_report.pdf
364,ASM/WKA/83C09/2016/11,Assam,,,,25.82769,92.55658,,,,uploaded landslide_report.pdf
365,AS/KAR/83G05/2017/2,Assam,,,,25.83128,93.45257,,,,uploaded landslide_report.pdf
366,AS/KAM/78O5/2020/3,Assam,,,,25.84,91.35,,,,uploaded landslide_report.pdf
367,AS/KAR/83G05/2017/14,Assam,,,,25.84152,93.45138,,,,uploaded landslide_report.pdf
368,AS/KAR/83G05/2017/16,Assam,,,,25.84267,93.45244,,,,uploaded landslide_report.pdf
369,AS/KAR/83G05/2017/15,Assam,,,,25.84444,93.45331,,,,uploaded landslide_report.pdf
370,ASM/WKA/83C09/2016/24,Assam,,,,24.0,92.61514,,,,uploaded landslide_report.pdf
371,AS/KAR/83G09/2017/10,Assam,,,,25.84512,93.56682,,,,uploaded landslide_report.pdf
372,AS/KAR/83G09/2017/19,Assam,,,,25.84516,93.68408,,,,uploaded landslide_report.pdf
373,AS/KAR/83G09/2017/18,Assam,,,,25.84541,93.68312,,,,uploaded landslide_report.pdf
374,AS/KAR/83G09/2017/20,Assam,,,,20.0,93.687,,,,uploaded landslide_report.pdf
375,AS/KAR/83G09/2017/17,Assam,,,,25.84782,93.70174,,,,uploaded landslide_report.pdf
376,ASM/WKA/83C09/2016/23,Assam,,,,23.0,92.68328,,,,uploaded landslide_report.pdf
377,ASM/WKA/83C09/2016/22,Assam,,,,22.0,92.69042,,,,uploaded landslide_report.pdf
378,ASM/WKA/83C09/2016/21,Assam,,,,21.0,92.69072,,,,uploaded landslide_report.pdf
379,AS/KAR/83G09/2017/9,Assam,,,,25.85072,93.56682,,,,uploaded landslide_report.pdf
380,ASM/WKA/83C09/2016/20,Assam,,,,20.0,92.69203,,,,uploaded landslide_report.pdf
381,ASM/WKA/83C09/2016/6,Assam,,,,25.85167,92.58089,,,,uploaded landslide_report.pdf
382,AS/KAR/83G09/2017/8,Assam,,,,25.85189,93.56633,,,,uploaded landslide_report.pdf
383,AS/KAR/83G09/2017/7,Assam,,,,25.85487,93.56583,,,,uploaded landslide_report.pdf
384,AS/KAR/83G09/2017/6,Assam,,,,25.85498,93.56638,,,,uploaded landslide_report.pdf
385,ASM/WKA/83C09/2016/30,Assam,,,,30.0,92.57369,,,,uploaded landslide_report.pdf
386,ASM/WKA/83C09/2016/3,Assam,,,,25.85992,92.72558,,,,uploaded landslide_report.pdf
387,ASM/WKA/83C09/2016/29,Assam,,,,29.0,92.571047,,,,uploaded landslide_report.pdf
388,ASM/WKA/83C09/2016/5,Assam,,,,25.86958,92.59411,,,,uploaded landslide_report.pdf
389,AS/KAR/83G05/2017/5,Assam,,,,25.88494,93.45792,,,,uploaded landslide_report.pdf
390,ASM/WKA/83C09/2016/4,Assam,,,,25.88692,92.61347,,,,uploaded landslide_report.pdf
391,ASM/WKA/83C09/2016/1,Assam,,,,25.90653,92.65819,,,,uploaded landslide_report.pdf
392,ASM/WKA/83C09/2016/2,Assam,,,,25.90692,92.64714,,,,uploaded landslide_report.pdf
393,AS/KAM/78O5/2020/2,Assam,,,,25.91,91.4,,,,uploaded landslide_report.pdf
394,ASM/WKA/83C09/2016/7,Assam,,,,25.945,92.66358,,,,uploaded landslide_report.pdf
395,ASM/WKA/83B08/2017/45,Assam,,,,25.946611,92.305361,,,,uploaded landslide_report.pdf
396,AS/KAM/78O5/2020/1,Assam,,,,25.95,91.28,,,,uploaded landslide_report.pdf
397,ASM/WKA/83C09/2016/10,Assam,,,,25.95381,92.60444,,,,uploaded landslide_report.pdf
398,ASM/WKA/83C09/2016/35,Assam,,,,25.95386,92.60367,,,,uploaded landslide_report.pdf
399,AS/KAR/83G09/2017/11,Assam,,,,25.95514,93.72997,,,,uploaded landslide_report.pdf
400,ASM/WKA/83C09/2016/27,Assam,,,,27.0,92.51753,,,,uploaded landslide_report.pdf
401,ASM/WKA/83C09/2016/9,Assam,,,,25.96094,92.60122,,,,uploaded landslide_report.pdf
402,ASM/WKA/83B08/2017/44,Assam,,,,25.961444,92.341333,,,,uploaded landslide_report.pdf
403,AS/KAR/83G05/2017/4,Assam,,,,25.96256,93.46922,,,,uploaded landslide_report.pdf
404,AS/KAR/83G05/2017/3,Assam,,,,25.96272,93.46964,,,,uploaded landslide_report.pdf
405,ASM/WKA/83C09/2016/8,Assam,,,,25.965731,92.59267,,,,uploaded landslide_report.pdf
406,ASM/WKA/83B08/2017/43,Assam,,,,25.96667,92.356917,,,,uploaded landslide_report.pdf
407,ASM/WKA/83B08/2017/42,Assam,,,,25.968083,92.3575,,,,uploaded landslide_report.pdf
408,ASM/WKA/83B08/2017/41,Assam,,,,25.977194,92.354778,,,,uploaded landslide_report.pdf
409,ASM/WKA/83C09/2016/28,Assam,,,,28.0,92.51892,,,,uploaded landslide_report.pdf
411,AS/GOA/78J12/2018/1,Assam,,,,26.006,90.595,,,,uploaded landslide_report.pdf
412,ASM/WKA/83B08/2017/40,Assam,,,,26.012,92.264167,,,,uploaded landslide_report.pdf
413,ASM/WKA/83B08/2017/39,Assam,,,,26.013528,92.266083,,,,uploaded landslide_report.pdf
414,ASM/WKA/83B08/2017/34,Assam,,,,26.016389,92.48225,,,,uploaded landslide_report.pdf
415,ASM/WKA/83B08/2017/38,Assam,,,,26.022833,92.274028,,,,uploaded landslide_report.pdf
416,ASM/WKA/83B08/2017/33,Assam,,,,30.0,92.475,,,,uploaded landslide_report.pdf
417,ASM/WKA/83B08/2017/32,Assam,,,,29.0,92.474139,,,,uploaded landslide_report.pdf
418,ASM/WKA/83B08/2017/30,Assam,,,,30.0,92.472778,,,,uploaded landslide_report.pdf
419,ASM/WKA/83B08/2017/31,Assam,,,,28.0,92.47375,,,,uploaded landslide_report.pdf
420,ASM/WKA/83B08/2017/37,Assam,,,,26.03275,92.271861,,,,uploaded landslide_report.pdf
421,ASM/WKA/83B08/2017/28,Assam,,,,28.0,92.468056,,,,uploaded landslide_report.pdf
422,ASM/WKA/83B08/2017/29,Assam,,,,29.0,92.470861,,,,uploaded landslide_report.pdf
423,ASM/WKA/83B08/2017/36,Assam,,,,26.036583,92.273056,,,,uploaded landslide_report.pdf
424,ASM/WKA/83B08/2017/27,Assam,,,,27.0,92.4595,,,,uploaded landslide_report.pdf
425,ASM/WKA/83B08/2017/19,Assam,,,,26.039361,92.273806,,,,uploaded landslide_report.pdf
426,AS/KAM/83B04/2018/3,Assam,,,,26.0405,92.0355,,,,uploaded landslide_report.pdf
427,ASM/WKA/83B08/2017/18,Assam,,,,26.042139,92.27525,,,,uploaded landslide_report.pdf
428,AS/KAM/83B4/2015/92,Assam,,,,26.043267,92.055531,,,,uploaded landslide_report.pdf
429,ASM/WKA/83B08/2017/21,Assam,,,,21.0,92.440528,,,,uploaded landslide_report.pdf
430,ASM/WKA/83B08/2017/26,Assam,,,,26.0,92.452222,,,,uploaded landslide_report.pdf
431,ASM/WKA/83B08/2017/22,Assam,,,,22.0,92.440944,,,,uploaded landslide_report.pdf
432,ASM/WKA/83B08/2017/23,Assam,,,,23.0,92.441472,,,,uploaded landslide_report.pdf
433,ASM/WKA/83B08/2017/25,Assam,,,,25.0,92.457417,,,,uploaded landslide_report.pdf
434,ASM/WKA/83B08/2017/24,Assam,,,,24.0,92.450778,,,,uploaded landslide_report.pdf
435,ASM/WKA/83B08/2017/20,Assam,,,,20.0,92.432194,,,,uploaded landslide_report.pdf
436,AS/KAM/78N16/2015/87,Assam,,,,26.050286,91.880072,,,,uploaded landslide_report.pdf
437,AS/KAR/83F08/2018/2,Assam,,,,26.056083,93.406528,,,,uploaded landslide_report.pdf
438,AS/KAR/83F08/2018/1,Assam,,,,26.058972,93.406972,,,,uploaded landslide_report.pdf
439,AS/GOA/78J12/2018/2,Assam,,,,26.061,90.605,,,,uploaded landslide_report.pdf
440,AS/KAM/83B4/2015/98,Assam,,,,26.061861,92.147889,,,,uploaded landslide_report.pdf
441,AS/KAM/78N16/2015/83,Assam,,,,26.0641,91.889136,,,,uploaded landslide_report.pdf
442,AS/KAM/83B4/2015/97,Assam,,,,26.065167,92.150639,,,,uploaded landslide_report.pdf
443,AS/KAM/78N12/2015/100,Assam,,,,26.071556,91.734028,,,,uploaded landslide_report.pdf
444,AS/KAM/78N16/2015/86,Assam,,,,26.077653,91.982292,,,,uploaded landslide_report.pdf
445,AS/KAM/83B4/2015/94,Assam,,,,26.077806,92.170389,,,,uploaded landslide_report.pdf
446,AS/KAM/83B4/2015/91,Assam,,,,26.077844,92.035022,,,,uploaded landslide_report.pdf
447,AS/KAM/83B4/2015/90,Assam,,,,26.080139,92.032667,,,,uploaded landslide_report.pdf
448,AS/KAM/83B4/2015/96,Assam,,,,26.083972,92.14525,,,,uploaded landslide_report.pdf
449,AS/KAM/83B4/2015/95,Assam,,,,26.094578,92.135144,,,,uploaded landslide_report.pdf
450,ASM/NAG/83B08/2017/14,Assam,,,,26.096722,92.43875,,,,uploaded landslide_report.pdf
451,AS/KAM/78N16/2015/109,Assam,,,,26.097986,91.980589,,,,uploaded landslide_report.pdf
452,AS/DH/83G04/2018/004,Assam,,,,26.098167,91.881278,,,,uploaded landslide_report.pdf
453,ASM/NAG/83B08/2017/13,Assam,,,,26.098222,92.439389,,,,uploaded landslide_report.pdf
454,AS/KAM/78N16/2015/69,Assam,,,,26.099975,91.876625,,,,uploaded landslide_report.pdf
455,ASM/NAG/83B08/2017/12,Assam,,,,26.101333,92.440556,,,,uploaded landslide_report.pdf
456,AS/KAM/83B4/2015/89,Assam,,,,26.10175,92.040222,,,,uploaded landslide_report.pdf
457,ASM/NAG/83B08/2017/11,Assam,,,,26.102167,92.440472,,,,uploaded landslide_report.pdf
458,ASM/NAG/83B08/2017/08,Assam,,,,26.102333,92.4415,,,,uploaded landslide_report.pdf
459,ASM/NAG/83B08/2017/09,Assam,,,,26.102667,92.441639,,,,uploaded landslide_report.pdf
460,AS/KAM/78N16/2015/79,Assam,,,,26.102944,91.862111,,,,uploaded landslide_report.pdf
461,ASM/NAG/83B08/2017/10,Assam,,,,26.103028,92.440889,,,,uploaded landslide_report.pdf
462,ASM/NAG/83B08/2017/17,Assam,,,,26.105667,92.441,,,,uploaded landslide_report.pdf
463,AS/KAM/78N12/2015/70,Assam,,,,26.105806,91.62275,,,,uploaded landslide_report.pdf
464,AS/KAM/78N16/2014/07,Assam,,,,26.10711,91.78917,,,,uploaded landslide_report.pdf
465,ASM/NAG/83B08/2017/07,Assam,,,,26.10725,92.44,,,,uploaded landslide_report.pdf
466,ASM/NAG/83B08/2017/16,Assam,,,,26.107667,92.44003,,,,uploaded landslide_report.pdf
467,ASM/NAG/83B08/2017/06,Assam,,,,26.108417,92.440222,,,,uploaded landslide_report.pdf
468,AS/KAM/78N16/2015/82,Assam,,,,26.109222,91.939,,,,uploaded landslide_report.pdf
469,AS/DH/83C16/2018/001,Assam,,,,26.11,94.76,,,,uploaded landslide_report.pdf
470,AS/KAM/78N16/2015/81,Assam,,,,26.110056,91.908944,,,,uploaded landslide_report.pdf
471,ASM/NAG/83B08/2017/05,Assam,,,,26.110139,92.439333,,,,uploaded landslide_report.pdf
472,AS/KAM/78N16/2015/80,Assam,,,,26.110944,91.887917,,,,uploaded landslide_report.pdf
473,AS/KAM/83B4/2015/93,Assam,,,,26.112083,92.091028,,,,uploaded landslide_report.pdf
474,AS/KRP/78N16/2018/001,Assam,,,,26.112667,91.853889,,,,uploaded landslide_report.pdf
475,ASM/NAG/83B08/2017/15,Assam,,,,26.113639,92.441222,,,,uploaded landslide_report.pdf
476,AS/KAM/78N16/2015/78,Assam,,,,26.115139,91.837833,,,,uploaded landslide_report.pdf
477,ASM/NAG/83B08/2017/04,Assam,,,,26.116972,92.440083,,,,uploaded landslide_report.pdf
478,ASM/NAG/83B08/2017/03,Assam,,,,26.117111,92.441028,,,,uploaded landslide_report.pdf
479,ASM/NAG/83B08/2017/35,Assam,,,,26.117417,92.438667,,,,uploaded landslide_report.pdf
480,ASM/NAG/83B08/2017/02,Assam,,,,26.118167,92.440944,,,,uploaded landslide_report.pdf
481,ASM/NAG/83B08/2017/01,Assam,,,,26.119417,92.439972,,,,uploaded landslide_report.pdf
482,AS/KAM/78N16/2015/71,Assam,,,,26.121056,91.716389,,,,uploaded landslide_report.pdf
483,AS/KAM/78N16/2015/77,Assam,,,,26.129583,91.938306,,,,uploaded landslide_report.pdf
484,AS/KAM/78N16/2014/01,Assam,,,,26.13222,91.83972,,,,uploaded landslide_report.pdf
485,AS/KAM/78N16/2014/06,Assam,,,,26.13442,91.7501,,,,uploaded landslide_report.pdf
486,AS/KAM/78N12/2008/B-4,Assam,,,,26.13611,91.74056,,,,uploaded landslide_report.pdf
487,AS/KAM/78N12/2015/68,Assam,,,,26.149444,91.748,,,,uploaded landslide_report.pdf
488,AS/KAM(M)/78N12/2023/01,Assam,,,,26.1505375,91.72798139,,,,uploaded landslide_report.pdf
489,AS/KAM/83B04/2015/112,Assam,,,,26.153556,92.038694,,,,uploaded landslide_report.pdf
490,ASM/KMP/78N16/2017/03,Assam,,,,26.15428,91.79264,,,,uploaded landslide_report.pdf
491,AS/KAM/78N16/2014/08,Assam,,,,26.15461,91.80086,,,,uploaded landslide_report.pdf
492,AS/KAM/78N16/2014/02,Assam,,,,26.15478,91.77411,,,,uploaded landslide_report.pdf
493,AS/KAM/78N16/2015/88,Assam,,,,26.155,91.798167,,,,uploaded landslide_report.pdf
494,AS/KAM/78N16/2015/74,Assam,,,,26.158639,91.921889,,,,uploaded landslide_report.pdf
495,AS/KAM/78N16/2015/72,Assam,,,,26.159139,91.915583,,,,uploaded landslide_report.pdf
496,AS/KAM/78N16/2015/73,Assam,,,,26.159333,91.917611,,,,uploaded landslide_report.pdf
497,AS/KAM/78N12/2014/02,Assam,,,,26.1625,91.71444,,,,uploaded landslide_report.pdf
498,AS/KAM/78N12/2015/67,Assam,,,,26.166583,91.714806,,,,uploaded landslide_report.pdf
499,AS/KAM/83B04/2015/111,Assam,,,,26.171972,92.002611,,,,uploaded landslide_report.pdf
500,ASM/NAG/83B08/2017/46,Assam,,,,26.172917,92.762778,,,,uploaded landslide_report.pdf
501,ASM/KMP/78N16/2016/65,Assam,,,,26.1755,91.76175,,,,uploaded landslide_report.pdf
502,AS/KAM/78N16/2014/03,Assam,,,,26.17672,91.78672,,,,uploaded landslide_report.pdf
503,ASM/KMP/78N16/2017/05,Assam,,,,26.17672,91.76525,,,,uploaded landslide_report.pdf
504,ASM/KMP/78N16/2017/0004,Assam,,,,26.17756,91.76589,,,,uploaded landslide_report.pdf
505,AS/KAM/78N16/2008/B-3,Assam,,,,26.17806,91.76083,,,,uploaded landslide_report.pdf
506,ASM/KMP/78N16/2017/06,Assam,,,,26.18842,91.85125,,,,uploaded landslide_report.pdf
507,AS/KAM/78N16/2014/04,Assam,,,,26.18867,91.76694,,,,uploaded landslide_report.pdf
508,AS/KAM/78N16/2007/B-2,Assam,,,,26.18917,91.80111,,,,uploaded landslide_report.pdf
509,AS/KAM/78N16/2015/115,Assam,,,,26.189306,91.787944,,,,uploaded landslide_report.pdf
510,ASM/KMP/78N16/2016/57,Assam,,,,26.1895,91.787167,,,,uploaded landslide_report.pdf
511,AS/KAM/78N16/2015/85,Assam,,,,26.19025,91.806472,,,,uploaded landslide_report.pdf
512,ASM/KMP/78N16/2016/64,Assam,,,,26.190389,91.809944,,,,uploaded landslide_report.pdf
513,ASM/KAM/78N16/2017/08,Assam,,,,26.19081,91.84528,,,,uploaded landslide_report.pdf
514,AS/KAM/78N16/2015/84,Assam,,,,26.191667,91.803611,,,,uploaded landslide_report.pdf
515,AS/KAM/78N16/2007/B-1,Assam,,,,26.19167,91.79028,,,,uploaded landslide_report.pdf
516,ASM/KMP/78N16/2016/63,Assam,,,,26.192444,91.764222,,,,uploaded landslide_report.pdf
517,AS/KRP/78N16/2018/003,Assam,,,,26.195306,91.765639,,,,uploaded landslide_report.pdf
518,ASM/KMP/78N16/2016/62,Assam,,,,26.195528,91.780556,,,,uploaded landslide_report.pdf
519,AS/KAM/78N16/2014/05,Assam,,,,26.19622,91.76336,,,,uploaded landslide_report.pdf
520,AS/GOA/78J08/2018/1,Assam,,,,26.198,90.298,,,,uploaded landslide_report.pdf
521,AS/NC/83G04/2009/B-5,Assam,,,,26.20261,91.14528,,,,uploaded landslide_report.pdf
522,ASM/KAM/78N16/2017/09,Assam,,,,26.20536,91.86497,,,,uploaded landslide_report.pdf
523,AS/KAM/78N16/2015/75,Assam,,,,26.205583,91.963222,,,,uploaded landslide_report.pdf
524,AS/KAM/78N12/2015/66,Assam,,,,26.211111,91.684167,,,,uploaded landslide_report.pdf
525,AS/MOR/78N15/2015/108,Assam,,,,26.250333,91.976694,,,,uploaded landslide_report.pdf
526,AS/KAM/78N11/2015/107,Assam,,,,26.256139,91.711583,,,,uploaded landslide_report.pdf
527,AS/KAR/83F03/2018/3,Assam,,,,26.297306,93.211833,,,,uploaded landslide_report.pdf
528,AS/KAR/83F03/2018/2,Assam,,,,26.297778,93.211111,,,,uploaded landslide_report.pdf
529,AS/KAR/83F03/2018/4,Assam,,,,26.298389,93.21625,,,,uploaded landslide_report.pdf
530,AS/KAR/83F03/2018/5,Assam,,,,26.302944,93.225389,,,,uploaded landslide_report.pdf
531,AS/KAR/83F03/2018/6,Assam,,,,26.303333,93.225694,,,,uploaded landslide_report.pdf
532,AS/KAR/83F07/2018/3,Assam,,,,26.307972,93.275722,,,,uploaded landslide_report.pdf
533,AS/KAR/83F07/2018/2,Assam,,,,26.314847,93.256125,,,,uploaded landslide_report.pdf
534,AS/KAR/83F07/2018/1,Assam,,,,26.314964,93.256408,,,,uploaded landslide_report.pdf
535,AS/KAR/83F03/2018/1,Assam,,,,26.323083,93.093167,,,,uploaded landslide_report.pdf
536,AS/KAR/83F08/2018/4,Assam,,,,26.32685,93.267639,,,,uploaded landslide_report.pdf
537,AS/KAR/83F08/2018/5,Assam,,,,26.3287,93.269194,,,,uploaded landslide_report.pdf
538,AS/KAR/83F03/2018/7,Assam,,,,26.339833,93.099972,,,,uploaded landslide_report.pdf
